'Constraint';'Template';'Activation';'Target';'Confidence';'Coverage';'Support';'Trace confidence';'Trace coverage';'Trace support';'Marked for exclusion';'Below thresholds';'Redudant';'Conflicting'
'NotChainSuccession(O_Create Offer, A_Cancelled)';'NotChainSuccession';'[O_Create Offer]';'[A_Cancelled]';1.000;0.123;0.123;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'CoExistence(O_Create Offer, A_Complete)';'CoExistence';'[O_Create Offer]';'[A_Complete]';0.998;0.172;0.171;0.995;1.000;0.995;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Create Offer, A_Complete)';'NotChainSuccession';'[O_Create Offer]';'[A_Complete]';1.000;0.172;0.172;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'CoExistence(O_Create Offer, A_Concept)';'CoExistence';'[O_Create Offer]';'[A_Concept]';1.000;0.172;0.172;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Create Offer, A_Concept)';'NotSuccession';'[O_Create Offer]';'[A_Concept]';1.000;0.172;0.172;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'CoExistence(O_Create Offer, A_Create Application)';'CoExistence';'[O_Create Offer]';'[A_Create Application]';1.000;0.172;0.172;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Create Offer, A_Create Application)';'NotSuccession';'[O_Create Offer]';'[A_Create Application]';1.000;0.172;0.172;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Create Offer, A_Denied)';'NotChainSuccession';'[O_Create Offer]';'[A_Denied]';1.000;0.108;0.108;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Create Offer, A_Incomplete)';'NotChainSuccession';'[O_Create Offer]';'[A_Incomplete]';1.000;0.152;0.152;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Create Offer, A_Pending)';'NotChainSuccession';'[O_Create Offer]';'[A_Pending]';1.000;0.139;0.139;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Create Offer, A_Submitted)';'NotSuccession';'[O_Create Offer]';'[A_Submitted]';1.000;0.146;0.146;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Create Offer, A_Validating)';'NotChainSuccession';'[O_Create Offer]';'[A_Validating]';1.000;0.189;0.189;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Create Offer, O_Accepted)';'NotChainSuccession';'[O_Create Offer]';'[O_Accepted]';1.000;0.139;0.139;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Create Offer, O_Cancelled)';'NotChainSuccession';'[O_Create Offer]';'[O_Cancelled]';1.000;0.147;0.147;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'ChainSuccession(O_Create Offer, O_Created)';'ChainSuccession';'[O_Create Offer]';'[O_Created]';1.000;0.198;0.198;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Create Offer, O_Refused)';'NotChainSuccession';'[O_Create Offer]';'[O_Refused]';1.000;0.110;0.110;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Create Offer, O_Returned)';'NotChainSuccession';'[O_Create Offer]';'[O_Returned]';1.000;0.153;0.153;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'CoExistence(O_Create Offer, O_Sent (mail and online))';'CoExistence';'[O_Create Offer]';'[O_Sent (mail and online)]';0.994;0.191;0.190;0.985;1.000;0.985;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Create Offer, O_Sent (mail and online))';'NotChainSuccession';'[O_Create Offer]';'[O_Sent (mail and online)]';1.000;0.191;0.191;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Create Offer, O_Sent (online only))';'NotChainSuccession';'[O_Create Offer]';'[O_Sent (online only)]';1.000;0.104;0.104;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'AtLeast1(O_Created)';'AtLeast1';'';'[O_Created]';1.000;0.073;0.073;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'CoExistence(O_Created, A_Accepted)';'CoExistence';'[O_Created]';'[A_Accepted]';1.000;0.172;0.172;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Created, A_Accepted)';'NotSuccession';'[O_Created]';'[A_Accepted]';1.000;0.172;0.172;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Created, A_Cancelled)';'NotChainSuccession';'[O_Created]';'[A_Cancelled]';0.996;0.123;0.123;0.997;1.000;0.997;FALSE;FALSE;FALSE;FALSE
'CoExistence(O_Created, A_Complete)';'CoExistence';'[O_Created]';'[A_Complete]';0.998;0.172;0.171;0.995;1.000;0.995;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Created, A_Complete)';'NotChainSuccession';'[O_Created]';'[A_Complete]';1.000;0.172;0.172;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'CoExistence(O_Created, A_Concept)';'CoExistence';'[O_Created]';'[A_Concept]';1.000;0.172;0.172;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Created, A_Concept)';'NotSuccession';'[O_Created]';'[A_Concept]';1.000;0.172;0.172;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'CoExistence(O_Created, A_Create Application)';'CoExistence';'[O_Created]';'[A_Create Application]';1.000;0.172;0.172;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Created, A_Create Application)';'NotSuccession';'[O_Created]';'[A_Create Application]';1.000;0.172;0.172;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Created, A_Denied)';'NotChainSuccession';'[O_Created]';'[A_Denied]';0.999;0.108;0.108;0.999;1.000;0.999;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Created, A_Incomplete)';'NotChainSuccession';'[O_Created]';'[A_Incomplete]';1.000;0.152;0.152;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Created, A_Pending)';'NotChainSuccession';'[O_Created]';'[A_Pending]';1.000;0.139;0.139;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Created, A_Submitted)';'NotSuccession';'[O_Created]';'[A_Submitted]';1.000;0.146;0.146;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Created, A_Validating)';'NotChainSuccession';'[O_Created]';'[A_Validating]';0.999;0.189;0.189;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Created, O_Accepted)';'NotChainSuccession';'[O_Created]';'[O_Accepted]';1.000;0.139;0.139;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'CoExistence(O_Created, O_Create Offer)';'CoExistence';'[O_Created]';'[O_Create Offer]';1.000;0.198;0.198;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Created, O_Refused)';'NotChainSuccession';'[O_Created]';'[O_Refused]';1.000;0.110;0.110;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Created, O_Returned)';'NotChainSuccession';'[O_Created]';'[O_Returned]';1.000;0.153;0.153;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'CoExistence(O_Created, O_Sent (mail and online))';'CoExistence';'[O_Created]';'[O_Sent (mail and online)]';0.994;0.191;0.190;0.985;1.000;0.985;FALSE;FALSE;FALSE;FALSE
'AtMost2(O_Refused)';'AtMost2';'';'[O_Refused]';0.995;0.073;0.072;0.995;1.000;0.995;FALSE;FALSE;FALSE;FALSE
'Precedence(A_Accepted, O_Refused)';'Precedence';'[O_Refused]';'[A_Accepted]';1.000;0.011;0.011;1.000;0.118;0.118;FALSE;FALSE;FALSE;FALSE
'Precedence(A_Complete, O_Refused)';'Precedence';'[O_Refused]';'[A_Complete]';0.994;0.011;0.011;0.993;0.118;0.117;FALSE;FALSE;FALSE;FALSE
'Precedence(A_Concept, O_Refused)';'Precedence';'[O_Refused]';'[A_Concept]';1.000;0.011;0.011;1.000;0.118;0.118;FALSE;FALSE;FALSE;FALSE
'Precedence(A_Create Application, O_Refused)';'Precedence';'[O_Refused]';'[A_Create Application]';1.000;0.011;0.011;1.000;0.118;0.118;FALSE;FALSE;FALSE;FALSE
'Precedence(O_Create Offer, O_Refused)';'Precedence';'[O_Refused]';'[O_Create Offer]';1.000;0.011;0.011;1.000;0.118;0.118;FALSE;FALSE;FALSE;FALSE
'Precedence(O_Created, O_Refused)';'Precedence';'[O_Refused]';'[O_Created]';1.000;0.011;0.011;1.000;0.118;0.118;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Refused, A_Accepted)';'NotSuccession';'[O_Refused]';'[A_Accepted]';1.000;0.084;0.084;0.118;1.000;0.118;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(O_Refused, A_Cancelled)';'NotCoExistence';'[O_Refused]';'[A_Cancelled]';1.000;0.035;0.035;0.263;0.449;0.118;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Refused, A_Complete)';'NotSuccession';'[O_Refused]';'[A_Complete]';1.000;0.083;0.083;0.119;0.996;0.118;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Refused, A_Concept)';'NotSuccession';'[O_Refused]';'[A_Concept]';1.000;0.084;0.084;0.118;1.000;0.118;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Refused, A_Create Application)';'NotSuccession';'[O_Refused]';'[A_Create Application]';1.000;0.084;0.084;0.118;1.000;0.118;FALSE;FALSE;FALSE;FALSE
'CoExistence(O_Refused, A_Denied)';'CoExistence';'[O_Refused]';'[A_Denied]';0.996;0.019;0.019;0.991;0.119;0.118;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Refused, A_Denied)';'NotSuccession';'[O_Refused]';'[A_Denied]';1.000;0.019;0.019;0.991;0.119;0.118;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Refused, A_Incomplete)';'NotSuccession';'[O_Refused]';'[A_Incomplete]';1.000;0.064;0.064;0.214;0.552;0.118;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(O_Refused, A_Pending)';'NotCoExistence';'[O_Refused]';'[A_Pending]';1.000;0.051;0.051;0.178;0.665;0.118;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Refused, A_Submitted)';'NotSuccession';'[O_Refused]';'[A_Submitted]';1.000;0.058;0.058;0.173;0.681;0.118;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Refused, A_Validating)';'NotSuccession';'[O_Refused]';'[A_Validating]';1.000;0.100;0.100;0.169;0.699;0.118;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(O_Refused, O_Accepted)';'NotCoExistence';'[O_Refused]';'[O_Accepted]';1.000;0.051;0.051;0.178;0.665;0.118;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Refused, O_Cancelled)';'NotSuccession';'[O_Refused]';'[O_Cancelled]';1.000;0.059;0.059;0.193;0.611;0.118;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Refused, O_Create Offer)';'NotSuccession';'[O_Refused]';'[O_Create Offer]';1.000;0.110;0.110;0.118;1.000;0.118;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Refused, O_Created)';'NotSuccession';'[O_Refused]';'[O_Created]';1.000;0.110;0.110;0.118;1.000;0.118;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Refused, O_Returned)';'NotSuccession';'[O_Refused]';'[O_Returned]';1.000;0.065;0.065;0.169;0.697;0.118;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Refused, O_Sent (mail and online))';'NotSuccession';'[O_Refused]';'[O_Sent (mail and online)]';1.000;0.102;0.102;0.120;0.987;0.118;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Refused, O_Sent (online only))';'NotSuccession';'[O_Refused]';'[O_Sent (online only)]';1.000;0.016;0.016;0.689;0.171;0.118;FALSE;FALSE;FALSE;FALSE
'AtMost2(O_Returned)';'AtMost2';'';'[O_Returned]';0.999;0.073;0.073;0.999;1.000;0.999;FALSE;FALSE;FALSE;FALSE
'Precedence(A_Accepted, O_Returned)';'Precedence';'[O_Returned]';'[A_Accepted]';1.000;0.054;0.054;1.000;0.691;0.691;FALSE;FALSE;FALSE;FALSE
'Precedence(A_Complete, O_Returned)';'Precedence';'[O_Returned]';'[A_Complete]';1.000;0.054;0.054;1.000;0.691;0.691;FALSE;FALSE;FALSE;FALSE
'Precedence(A_Concept, O_Returned)';'Precedence';'[O_Returned]';'[A_Concept]';1.000;0.054;0.054;1.000;0.691;0.691;FALSE;FALSE;FALSE;FALSE
'Precedence(A_Create Application, O_Returned)';'Precedence';'[O_Returned]';'[A_Create Application]';1.000;0.054;0.054;1.000;0.691;0.691;FALSE;FALSE;FALSE;FALSE
'Precedence(A_Validating, O_Returned)';'Precedence';'[O_Returned]';'[A_Validating]';1.000;0.054;0.054;1.000;0.691;0.691;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(O_Create Offer, O_Returned)';'AlternatePrecedence';'[O_Returned]';'[O_Create Offer]';0.992;0.054;0.053;0.992;0.691;0.685;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(O_Created, O_Returned)';'AlternatePrecedence';'[O_Returned]';'[O_Created]';0.992;0.054;0.053;0.992;0.691;0.685;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Returned, A_Accepted)';'NotSuccession';'[O_Returned]';'[A_Accepted]';1.000;0.126;0.126;0.691;1.000;0.691;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Returned, A_Cancelled)';'NotChainSuccession';'[O_Returned]';'[A_Cancelled]';0.996;0.078;0.077;0.694;0.991;0.689;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Returned, A_Complete)';'NotSuccession';'[O_Returned]';'[A_Complete]';1.000;0.126;0.126;0.694;0.995;0.691;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Returned, A_Concept)';'NotSuccession';'[O_Returned]';'[A_Concept]';1.000;0.126;0.126;0.691;1.000;0.691;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Returned, A_Create Application)';'NotSuccession';'[O_Returned]';'[A_Create Application]';1.000;0.126;0.126;0.691;1.000;0.691;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Returned, A_Pending)';'NotChainSuccession';'[O_Returned]';'[A_Pending]';1.000;0.094;0.094;1.000;0.691;0.691;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Returned, A_Submitted)';'NotSuccession';'[O_Returned]';'[A_Submitted]';1.000;0.101;0.101;0.753;0.917;0.691;FALSE;FALSE;FALSE;FALSE
'CoExistence(O_Returned, A_Validating)';'CoExistence';'[O_Returned]';'[A_Validating]';0.998;0.143;0.143;0.995;0.694;0.691;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Returned, O_Cancelled)';'NotChainSuccession';'[O_Returned]';'[O_Cancelled]';1.000;0.102;0.102;0.696;0.993;0.691;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Returned, O_Create Offer)';'NotChainSuccession';'[O_Returned]';'[O_Create Offer]';0.997;0.153;0.152;0.691;1.000;0.691;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Returned, O_Created)';'NotChainSuccession';'[O_Returned]';'[O_Created]';1.000;0.153;0.153;0.691;1.000;0.691;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Returned, O_Refused)';'NotChainSuccession';'[O_Returned]';'[O_Refused]';1.000;0.065;0.065;0.991;0.697;0.691;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Returned, O_Sent (mail and online))';'NotChainSuccession';'[O_Returned]';'[O_Sent (mail and online)]';1.000;0.145;0.145;0.696;0.992;0.691;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Returned, O_Sent (online only))';'NotChainSuccession';'[O_Returned]';'[O_Sent (online only)]';1.000;0.058;0.058;0.990;0.698;0.691;FALSE;FALSE;FALSE;FALSE
'Precedence(O_Sent (mail and online), O_Returned)';'Precedence';'[O_Returned]';'[O_Sent (mail and online)]';0.990;0.054;0.053;0.990;0.691;0.684;FALSE;FALSE;FALSE;FALSE
'NotChainPrecedence(O_Cancelled, O_Sent (mail and online))';'NotChainPrecedence';'[O_Sent (mail and online)]';'[O_Cancelled]';0.991;0.092;0.091;0.989;0.985;0.975;FALSE;FALSE;FALSE;FALSE
'Precedence(O_Create Offer, O_Sent (mail and online))';'Precedence';'[O_Sent (mail and online)]';'[O_Create Offer]';1.000;0.092;0.092;1.000;0.985;0.985;FALSE;FALSE;FALSE;FALSE
'Precedence(O_Created, O_Sent (mail and online))';'Precedence';'[O_Sent (mail and online)]';'[O_Created]';1.000;0.092;0.092;1.000;0.985;0.985;FALSE;FALSE;FALSE;FALSE
'CoExistence(O_Sent (mail and online), A_Accepted)';'CoExistence';'[O_Sent (mail and online)]';'[A_Accepted]';0.994;0.164;0.163;0.985;1.000;0.985;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Sent (mail and online), A_Accepted)';'NotSuccession';'[O_Sent (mail and online)]';'[A_Accepted]';1.000;0.164;0.164;0.985;1.000;0.985;FALSE;FALSE;FALSE;FALSE
'CoExistence(O_Sent (mail and online), A_Complete)';'CoExistence';'[O_Sent (mail and online)]';'[A_Complete]';0.996;0.164;0.163;0.990;0.995;0.985;FALSE;FALSE;FALSE;FALSE
'CoExistence(O_Sent (mail and online), A_Concept)';'CoExistence';'[O_Sent (mail and online)]';'[A_Concept]';0.994;0.164;0.163;0.985;1.000;0.985;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Sent (mail and online), A_Concept)';'NotSuccession';'[O_Sent (mail and online)]';'[A_Concept]';1.000;0.164;0.164;0.985;1.000;0.985;FALSE;FALSE;FALSE;FALSE
'CoExistence(O_Sent (mail and online), A_Create Application)';'CoExistence';'[O_Sent (mail and online)]';'[A_Create Application]';0.994;0.164;0.163;0.985;1.000;0.985;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Sent (mail and online), A_Create Application)';'NotSuccession';'[O_Sent (mail and online)]';'[A_Create Application]';1.000;0.164;0.164;0.985;1.000;0.985;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Sent (mail and online), A_Denied)';'NotChainSuccession';'[O_Sent (mail and online)]';'[A_Denied]';0.999;0.100;0.100;0.998;0.987;0.985;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Sent (mail and online), A_Incomplete)';'NotChainSuccession';'[O_Sent (mail and online)]';'[A_Incomplete]';0.999;0.145;0.145;0.994;0.991;0.985;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Sent (mail and online), A_Pending)';'NotChainSuccession';'[O_Sent (mail and online)]';'[A_Pending]';1.000;0.131;0.131;0.994;0.991;0.985;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Sent (mail and online), A_Submitted)';'NotSuccession';'[O_Sent (mail and online)]';'[A_Submitted]';1.000;0.139;0.139;0.995;0.990;0.985;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Sent (mail and online), O_Accepted)';'NotChainSuccession';'[O_Sent (mail and online)]';'[O_Accepted]';1.000;0.131;0.131;0.994;0.991;0.985;FALSE;FALSE;FALSE;FALSE
'NotChainResponse(O_Sent (mail and online), O_Cancelled)';'NotChainResponse';'[O_Sent (mail and online)]';'[O_Cancelled]';0.990;0.092;0.091;0.988;0.985;0.973;FALSE;FALSE;FALSE;FALSE
'CoExistence(O_Sent (mail and online), O_Create Offer)';'CoExistence';'[O_Sent (mail and online)]';'[O_Create Offer]';0.994;0.191;0.190;0.985;1.000;0.985;FALSE;FALSE;FALSE;FALSE
'CoExistence(O_Sent (mail and online), O_Created)';'CoExistence';'[O_Sent (mail and online)]';'[O_Created]';0.994;0.191;0.190;0.985;1.000;0.985;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Sent (mail and online), O_Created)';'NotChainSuccession';'[O_Sent (mail and online)]';'[O_Created]';1.000;0.191;0.191;0.985;1.000;0.985;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Sent (mail and online), O_Refused)';'NotChainSuccession';'[O_Sent (mail and online)]';'[O_Refused]';1.000;0.102;0.102;0.998;0.987;0.985;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Sent (mail and online), O_Returned)';'NotChainSuccession';'[O_Sent (mail and online)]';'[O_Returned]';0.992;0.145;0.144;0.993;0.992;0.985;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Sent (mail and online), O_Sent (online only))';'NotChainSuccession';'[O_Sent (mail and online)]';'[O_Sent (online only)]';1.000;0.096;0.096;0.990;0.995;0.985;FALSE;FALSE;FALSE;FALSE
'NotPrecedence(O_Sent (online only), O_Sent (mail and online))';'NotPrecedence';'[O_Sent (mail and online)]';'[O_Sent (online only)]';0.991;0.092;0.091;0.991;0.985;0.976;FALSE;FALSE;FALSE;FALSE
'AtMost1(O_Sent (online only))';'AtMost1';'';'[O_Sent (online only)]';0.995;0.073;0.072;0.995;1.000;0.995;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Sent (online only), A_Accepted)';'NotSuccession';'[O_Sent (online only)]';'[A_Accepted]';1.000;0.077;0.077;0.057;1.000;0.057;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Sent (online only), A_Concept)';'NotSuccession';'[O_Sent (online only)]';'[A_Concept]';1.000;0.077;0.077;0.057;1.000;0.057;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Sent (online only), A_Create Application)';'NotSuccession';'[O_Sent (online only)]';'[A_Create Application]';1.000;0.077;0.077;0.057;1.000;0.057;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Sent (online only), A_Denied)';'NotChainSuccession';'[O_Sent (online only)]';'[A_Denied]';0.998;0.013;0.013;0.331;0.172;0.057;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Sent (online only), A_Incomplete)';'NotChainSuccession';'[O_Sent (online only)]';'[A_Incomplete]';0.998;0.058;0.058;0.117;0.488;0.057;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Sent (online only), A_Pending)';'NotChainSuccession';'[O_Sent (online only)]';'[A_Pending]';1.000;0.044;0.044;0.102;0.561;0.057;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Sent (online only), A_Submitted)';'NotSuccession';'[O_Sent (online only)]';'[A_Submitted]';1.000;0.052;0.052;0.085;0.674;0.057;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Sent (online only), O_Accepted)';'NotChainSuccession';'[O_Sent (online only)]';'[O_Accepted]';0.999;0.044;0.044;0.101;0.561;0.057;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Sent (online only), O_Cancelled)';'NotChainSuccession';'[O_Sent (online only)]';'[O_Cancelled]';0.997;0.053;0.053;0.112;0.507;0.057;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Sent (online only), O_Create Offer)';'NotChainSuccession';'[O_Sent (online only)]';'[O_Create Offer]';0.993;0.104;0.103;0.057;1.000;0.057;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Sent (online only), O_Created)';'NotChainSuccession';'[O_Sent (online only)]';'[O_Created]';1.000;0.104;0.104;0.057;1.000;0.057;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Sent (online only), O_Refused)';'NotChainSuccession';'[O_Sent (online only)]';'[O_Refused]';1.000;0.016;0.016;0.334;0.171;0.057;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Sent (online only), O_Sent (mail and online))';'NotChainSuccession';'[O_Sent (online only)]';'[O_Sent (mail and online)]';1.000;0.096;0.096;0.057;0.995;0.057;FALSE;FALSE;FALSE;FALSE
